OrderID,CustomerID,OrderDate,Status,ProductID,Quantity,TotalPrice
214,183,2024-01-19 13:13:18.510370,Complete,27,3,291.84
215,526,2024-11-05 22:10:51.486420,Complete,277,4,1806.56
216,210,2024-04-16 21:36:57.055529,Complete,352,1,436.72
217,769,2023-03-17 16:16:09.203933,Incomplete,306,4,237.72
218,296,2025-01-17 02:52:18.153451,Incomplete,728,3,539.07
219,769,2024-06-22 10:19:40.500528,Incomplete,80,2,878.0
220,288,2024-09-12 15:51:45.801300,Complete,471,1,166.11
221,68,2023-03-15 11:31:53.527102,Complete,18,1,277.92
222,506,2023-12-21 18:54:22.827374,Complete,210,2,626.5
223,817,2024-09-14 19:55:54.497101,Complete,25,3,554.07
224,110,2024-01-02 09:51:24.006355,Incomplete,731,1,20.25
225,445,2024-03-08 16:16:39.918263,Incomplete,950,5,1541.75
226,296,2023-04-19 07:30:34.986037,Complete,355,2,388.98
227,307,2024-09-26 13:22:43.671585,Complete,309,1,145.38
228,191,2024-08-11 07:44:58.132878,Complete,214,4,137.2
229,784,2024-04-18 14:29:46.735764,Incomplete,840,3,947.37
230,285,2023-12-23 23:49:29.542717,Complete,883,5,947.4
231,105,2024-08-16 05:12:44.445904,Complete,686,3,880.71
232,573,2024-04-01 04:02:42.299826,Incomplete,301,4,1783.96
233,829,2024-01-31 06:33:51.025769,Incomplete,816,5,723.6
234,417,2024-01-05 18:40:54.969193,Incomplete,706,2,160.2
235,150,2023-05-30 03:59:23.859533,Incomplete,487,4,1680.92
236,371,2023-06-27 12:35:51.161362,Incomplete,911,2,761.74
237,581,2023-12-11 00:23:02.756095,Complete,874,3,15.3
238,627,2023-07-18 22:15:34.552494,Incomplete,203,4,163.6
239,292,2023-05-22 04:19:18.322577,Complete,890,4,319.96
240,985,2023-08-19 05:08:25.668287,Incomplete,302,1,483.24
241,658,2024-04-09 11:28:23.588725,Incomplete,83,2,96.08
242,243,2024-12-14 16:24:25.177318,Incomplete,210,3,610.02
243,568,2024-01-14 08:53:57.365007,Complete,86,3,57.18
244,738,2023-10-06 13:47:55.839827,Complete,65,5,2177.6
245,372,2024-08-03 03:07:33.842998,Complete,228,5,1625.65
246,661,2024-09-13 05:23:47.552122,Complete,74,2,772.0
247,135,2024-03-30 16:35:04.860871,Incomplete,785,4,1061.44
248,744,2023-11-28 10:53:00.137642,Complete,474,3,362.52
249,856,2024-08-27 13:34:20.423557,Complete,227,1,247.06
250,27,2023-06-19 15:20:25.415336,Incomplete,142,4,31.0
251,781,2024-10-12 01:53:18.340644,Incomplete,128,3,1199.31
252,968,2025-01-07 21:43:30.976351,Complete,85,5,1157.4
253,527,2023-11-17 15:20:22.498060,Complete,995,1,167.88
254,75,2025-01-08 18:35:31.059465,Complete,337,4,1827.6
255,555,2025-01-03 00:26:44.243669,Complete,405,3,193.05
256,311,2023-07-08 08:49:43.102526,Complete,789,1,467.69
257,352,2023-10-17 12:39:53.247158,Incomplete,927,2,270.24
258,85,2024-01-06 18:25:34.357206,Complete,639,2,779.12
259,846,2024-08-24 13:53:19.532702,Incomplete,125,2,216.26
260,12,2023-07-17 01:15:38.844819,Complete,422,2,231.92
261,491,2023-11-28 07:49:04.764244,Incomplete,19,3,314.43
262,58,2024-07-12 01:26:24.222545,Incomplete,683,3,913.29
263,652,2023-05-03 06:33:50.553877,Complete,165,2,968.38
264,349,2023-06-09 03:22:42.450022,Complete,177,2,548.46
265,575,2023-05-27 18:47:58.742844,Incomplete,167,4,1087.4
266,520,2023-05-08 02:03:47.950123,Complete,688,2,887.72
267,945,2023-01-31 09:59:07.125155,Complete,435,1,254.26
268,680,2024-11-07 00:21:36.389127,Complete,71,4,461.28
269,179,2024-10-27 19:19:13.158018,Incomplete,290,5,403.55
270,812,2023-10-26 00:05:59.934462,Complete,574,5,2177.95
271,937,2023-07-24 19:25:15.695381,Complete,902,5,258.1
272,454,2023-09-15 16:14:55.036394,Complete,640,1,189.62
273,797,2024-06-08 18:59:22.606868,Incomplete,269,4,432.84
274,184,2024-11-23 04:36:12.946500,Incomplete,869,4,93.68
275,78,2024-11-25 19:33:01.850044,Incomplete,737,1,82.31
276,27,2023-02-08 08:44:48.479197,Complete,369,5,1540.55
277,560,2024-02-23 03:51:04.187149,Complete,90,2,945.9
278,56,2023-07-04 13:33:12.442012,Complete,236,4,1767.36
279,64,2024-02-12 05:46:30.479465,Complete,619,3,991.89
280,611,2023-03-20 03:42:00.109368,Complete,885,2,415.74
281,116,2024-01-14 02:34:39.277505,Incomplete,533,3,68.97
282,436,2023-05-09 21:54:19.380437,Incomplete,896,3,1125.57
283,568,2023-04-05 06:45:13.316087,Complete,686,2,672.16
284,610,2023-10-29 12:01:09.263022,Incomplete,823,3,629.76
285,660,2023-04-13 01:06:45.399879,Complete,815,5,1339.6
286,162,2025-01-22 21:25:43.963559,Complete,502,3,558.45
287,14,2024-11-27 21:58:54.829838,Incomplete,467,3,93.72
288,92,2024-06-13 05:50:07.356209,Incomplete,602,2,779.96
289,830,2023-06-14 10:52:01.798838,Complete,763,4,1846.88
290,316,2024-11-21 09:18:22.568643,Incomplete,481,3,718.98
291,43,2023-09-27 23:11:49.835852,Complete,534,1,345.55
292,324,2025-01-05 08:21:58.999632,Complete,129,1,272.12
293,65,2025-01-05 07:37:26.973513,Complete,863,2,124.08
294,662,2023-04-16 07:01:52.773899,Complete,588,1,495.98
295,983,2023-09-17 06:53:19.023911,Complete,444,4,1171.08
296,277,2023-11-01 16:14:35.603725,Incomplete,385,2,157.4
297,481,2023-10-18 23:00:18.769454,Incomplete,177,5,1866.0
298,830,2023-10-13 13:49:32.920654,Incomplete,811,2,12.12
299,450,2024-07-30 04:09:35.743464,Complete,768,1,379.38
300,4,2024-08-07 23:54:37.559032,Complete,442,4,1916.2
301,337,2024-01-21 10:55:42.858792,Incomplete,274,2,868.54
302,739,2025-01-21 22:27:34.816919,Complete,76,4,1282.92
303,368,2023-11-23 06:37:59.280660,Complete,331,2,845.0
304,20,2023-10-13 23:45:33.969525,Incomplete,874,1,355.05
305,593,2024-10-07 19:32:05.543591,Complete,19,2,280.74
306,663,2024-06-03 20:22:32.037227,Complete,765,1,253.58
307,398,2024-10-28 14:23:32.120945,Incomplete,381,1,130.13
308,868,2024-04-06 03:52:09.465985,Incomplete,673,3,592.29
309,811,2024-05-05 21:29:13.826970,Incomplete,953,1,163.75
310,359,2024-06-06 09:43:44.705848,Complete,923,3,1114.5
311,298,2023-07-27 19:14:21.125265,Incomplete,384,2,270.8
312,255,2024-09-17 08:01:27.612029,Complete,11,3,1092.45
313,194,2023-05-19 01:54:45.821602,Complete,18,2,666.76
314,675,2024-08-26 01:46:15.815537,Incomplete,126,2,357.44
315,232,2024-02-28 10:36:54.688072,Incomplete,251,3,922.17
316,381,2024-06-28 02:40:53.025690,Complete,970,4,364.24
317,565,2023-01-31 04:12:32.404647,Incomplete,900,5,1263.2
318,885,2024-07-08 08:38:55.933270,Complete,307,5,330.25
319,519,2024-02-13 14:22:48.285108,Complete,636,5,2257.1
320,780,2023-06-27 16:44:16.091488,Incomplete,295,3,1188.66
321,718,2024-06-04 02:38:12.623129,Incomplete,532,1,146.98
322,574,2024-02-29 16:32:52.325372,Complete,527,2,872.28
323,670,2024-01-06 00:18:28.666463,Incomplete,415,5,1303.3
324,68,2024-09-06 17:58:18.003953,Incomplete,170,4,1338.8
325,816,2025-01-04 05:20:21.058588,Incomplete,377,3,1306.98
326,284,2023-02-11 02:00:00.750017,Complete,503,5,394.75
327,726,2023-06-16 10:40:19.087303,Complete,968,5,190.25
328,173,2023-09-15 04:29:21.562889,Incomplete,703,3,1033.11
329,882,2024-06-27 03:42:26.669101,Incomplete,497,1,416.73
330,549,2023-06-30 21:31:44.032638,Complete,620,4,1850.16
331,847,2023-08-03 21:35:15.933246,Complete,174,2,141.22
332,984,2024-04-25 00:00:10.534539,Complete,324,4,336.04
333,599,2023-08-26 22:28:20.426110,Incomplete,440,1,307.93
334,494,2023-11-27 07:22:43.099844,Complete,173,1,293.95
335,589,2023-04-13 11:46:09.678766,Incomplete,520,3,1409.85
336,111,2024-12-18 15:39:58.868723,Complete,945,5,1248.15
337,532,2024-05-13 16:26:42.939242,Incomplete,218,3,393.84
338,45,2024-12-16 19:40:07.488945,Complete,456,5,2202.6
339,286,2025-01-19 15:59:53.799392,Complete,922,1,36.02
340,332,2023-12-28 01:46:49.490676,Complete,905,5,838.8
341,14,2024-07-16 07:56:41.031428,Complete,167,1,381.38
342,923,2024-04-28 10:51:38.895902,Complete,805,4,216.88
343,481,2025-01-06 21:56:01.541827,Incomplete,122,3,336.54
344,583,2024-07-25 16:06:34.604247,Complete,41,4,1571.72
345,584,2023-05-07 17:03:11.712124,Complete,102,5,242.85
346,825,2024-02-01 13:07:53.238170,Incomplete,772,2,203.92
347,132,2023-12-03 01:29:56.432397,Incomplete,128,4,1143.0
348,125,2023-04-18 01:05:15.409240,Incomplete,606,1,194.69
349,274,2024-11-17 10:48:21.563710,Incomplete,520,4,1356.44
350,587,2023-10-23 04:32:55.958749,Incomplete,76,3,1180.05
351,258,2023-05-12 09:26:08.105105,Incomplete,888,3,586.68
352,943,2023-10-06 06:09:42.380763,Complete,533,1,306.91
353,924,2023-11-14 13:19:52.528104,Complete,630,5,1182.65
354,145,2024-07-26 18:32:01.679184,Complete,45,4,201.08
355,995,2023-04-23 13:33:42.664614,Complete,398,3,72.03
356,762,2024-01-06 07:48:32.201861,Incomplete,718,5,2221.9
357,263,2024-05-10 13:41:52.842883,Incomplete,553,2,319.08
358,635,2024-01-28 10:48:12.698998,Incomplete,753,2,629.48
359,288,2023-10-02 01:30:19.992793,Complete,233,1,369.19
360,683,2023-03-18 22:13:45.514977,Incomplete,498,1,86.67
361,293,2025-01-15 19:01:02.810317,Incomplete,525,1,367.22
362,543,2024-10-30 12:32:23.074033,Incomplete,959,1,195.07
363,524,2024-09-29 20:35:40.818382,Complete,525,1,251.69
364,573,2024-01-30 03:26:23.374957,Incomplete,469,3,1175.64
365,232,2024-06-19 09:23:31.038578,Complete,772,3,630.96
366,643,2024-05-20 09:27:12.407722,Incomplete,282,2,825.46
367,75,2024-01-02 02:23:00.149442,Incomplete,368,3,931.92
368,109,2023-02-03 06:44:20.446477,Incomplete,544,2,166.0
369,352,2024-01-15 14:31:50.462612,Incomplete,441,4,907.4
370,912,2023-07-28 05:03:11.261259,Incomplete,681,3,731.49
371,841,2024-10-09 17:31:07.647525,Incomplete,863,2,165.2
372,996,2025-01-23 01:56:11.646581,Incomplete,481,1,495.88
373,431,2024-03-03 01:04:48.759851,Incomplete,410,4,227.88
374,44,2024-01-19 22:28:54.678838,Incomplete,106,4,497.64
375,445,2023-07-04 04:34:00.908705,Complete,268,3,1377.3
376,662,2024-08-12 16:31:00.475220,Complete,659,4,1372.48
377,590,2024-03-18 05:08:43.276737,Incomplete,578,2,678.1
378,799,2023-07-13 21:29:12.332688,Incomplete,788,3,457.38
379,151,2024-04-08 04:39:31.132871,Incomplete,693,5,894.9
380,858,2023-08-26 20:30:23.740921,Incomplete,698,2,75.74
381,989,2023-08-15 04:13:46.690489,Incomplete,512,4,997.28
382,995,2023-11-23 01:03:46.592831,Incomplete,151,2,56.86
383,101,2023-10-04 03:26:52.953961,Complete,696,3,62.37
384,565,2023-04-19 09:32:14.724433,Incomplete,787,1,392.08
385,848,2023-07-13 14:29:33.352644,Complete,964,4,1661.2
386,176,2023-08-20 04:37:17.097019,Incomplete,935,1,226.72
387,843,2024-09-15 20:28:42.025891,Incomplete,187,4,803.64
388,663,2024-01-20 04:16:02.342169,Incomplete,308,1,400.6
389,757,2024-07-02 15:44:57.874192,Incomplete,472,1,380.48
390,215,2023-10-15 11:18:54.402156,Complete,599,4,1448.96
391,334,2023-03-16 13:47:37.219713,Complete,50,2,421.06
392,398,2024-11-27 01:50:22.094217,Complete,36,1,320.34
393,376,2024-12-02 11:06:42.933707,Complete,489,1,346.98
394,296,2024-11-04 17:54:20.306282,Complete,906,2,638.34
395,177,2023-05-27 15:22:32.672275,Incomplete,970,1,403.47
396,258,2024-09-07 00:59:10.391494,Incomplete,661,3,983.37
397,673,2024-07-10 12:28:32.064200,Complete,140,3,751.38
398,711,2023-05-12 09:53:59.018805,Incomplete,800,5,2287.5
399,596,2024-12-22 13:51:32.779309,Complete,692,3,1456.68
400,588,2023-09-24 10:27:34.154223,Complete,446,3,1332.18
401,61,2023-04-01 08:42:39.400526,Incomplete,826,5,1885.6
402,946,2024-07-21 14:33:46.697055,Complete,328,2,106.18
403,92,2023-06-06 04:16:58.194212,Incomplete,643,2,576.62
404,410,2024-05-03 05:32:27.321214,Complete,943,3,378.78
405,915,2024-11-18 09:16:39.144038,Complete,250,5,2225.7
406,810,2024-11-19 05:35:25.120736,Incomplete,634,2,248.74
407,600,2023-05-02 08:54:08.850363,Incomplete,450,4,619.64
408,51,2024-02-03 15:56:53.937032,Incomplete,615,5,677.05
409,339,2024-08-06 09:37:30.486988,Complete,638,2,277.28
410,585,2023-03-25 12:24:19.696509,Complete,804,4,397.2
411,756,2023-06-05 10:02:03.108277,Incomplete,228,2,127.68
412,57,2024-12-27 04:35:45.140597,Complete,819,2,211.74
413,222,2024-08-23 07:52:59.504388,Incomplete,443,4,673.28
414,488,2023-11-08 22:36:22.488923,Complete,163,4,648.6
415,185,2024-03-26 22:11:05.065953,Incomplete,852,4,1917.44
416,89,2024-03-22 23:19:51.581587,Incomplete,810,5,1220.65
417,171,2023-10-25 14:45:31.317166,Incomplete,937,5,2259.75
418,465,2023-12-18 15:39:37.981784,Incomplete,11,4,459.64
419,535,2023-04-08 17:15:47.607734,Complete,883,3,945.39
